Developer,Genre,Name,Platform,Publisher,Rating,Year of Release,Critic Count,Critic Score,EU Sales,Global Sales,JP Sales,NA Sales,Other Sales,Rank,User Count,User Score
SCE Japan Studio,Action,Gravity Rush,PSV,Sony Computer Entertainment,T,2012,73,83,0.17,0.56,0.09,0.21,0.08,3169,625,8.5
Level 5,Role-Playing,White Knight Chronicles II,PS3,Sony Computer Entertainment,T,2010,45,60,0.09,0.63,0.27,0.23,0.04,3171,64,7.1
"id Software, Raven Software",Shooter,Wolfenstein,PS3,Activision,M,2009,58,71,0.27,0.63,0,0.25,0.11,3172,77,7.4
"id Software, Raven Software",Shooter,Wolfenstein,PS3,Activision,M,2009,66,72,0.22,0.56,0,0.28,0.06,3172,128,7.5
"id Software, Raven Software",Shooter,Wolfenstein,PS3,Activision,M,2009,41,74,0.03,0.05,0,0.01,0.01,3172,261,7.3
Traveller's Tales,Action,LEGO Dimensions,PS4,Warner Bros. Interactive Entertainment,E10+,2015,53,80,0.37,0.73,0,0.24,0.12,3174,65,7.1
Traveller's Tales,Action,LEGO Dimensions,PS4,Warner Bros. Interactive Entertainment,E10+,2015,5,62,0.18,0.53,0,0.3,0.05,3174,29,6.5
Traveller's Tales,Action,LEGO Dimensions,PS4,Warner Bros. Interactive Entertainment,E10+,2015,12,80,0.15,0.41,0,0.22,0.04,3174,27,6.9
EA Sports,Sports,Madden NFL 2001,N64,Electronic Arts,E,2000,14,90,0.05,1.67,0,1.58,0.04,3177,4,6.8
EA Sports,Sports,Madden NFL 2001,N64,Electronic Arts,E,2000,25,91,0.07,1.5,0.05,1.19,0.2,3177,7,7.7
EA Canada,Sports,NBA Live 08,PS3,Electronic Arts,E,2007,10,68,0.02,0.72,0.01,0.59,0.1,3178,9,6.6
EA Canada,Sports,NBA Live 08,PS3,Electronic Arts,E,2007,28,73,0.02,0.63,0.01,0.56,0.05,3178,10,6.8
EA Canada,Sports,NBA Live 08,PS3,Electronic Arts,E,2007,37,73,0,0.52,0,0.47,0.04,3178,19,5.3
EA Canada,Sports,NBA Live 08,PS3,Electronic Arts,E,2007,11,73,0,0.31,0,0.28,0.02,3178,5,6.2
EA Canada,Sports,NBA Live 08,PS3,Electronic Arts,E,2007,11,52,0,0.16,0,0.14,0.01,3178,21,7.1
Terminal Reality,Shooter,The Walking Dead: Survival Instinct,X360,Activision,M,2013,30,32,0.11,0.63,0,0.46,0.05,3179,410,4
Terminal Reality,Shooter,The Walking Dead: Survival Instinct,X360,Activision,M,2013,14,34,0.15,0.51,0,0.28,0.08,3179,196,3.6
Paon Corporation,Racing,Donkey Kong Barrel Blast,Wii,Nintendo,E,2007,34,46,0.26,0.62,0.11,0.19,0.06,3180,26,6.8
Clover Studio,Action,Okami,Wii,Capcom,T,2006,69,93,0.03,0.63,0.15,0.11,0.34,3181,327,9.3
Ready at Dawn,Action,Okami,Wii,Capcom,T,2008,44,90,0.09,0.6,0.04,0.43,0.05,3181,236,8.9
Adrenium,Platform,Lemony Snicket's A Series of Unfortunate Events,PS2,Activision,E,2004,25,63,0.24,0.64,0,0.31,0.08,3182,12,5.7
Griptonite Games,Platform,Lemony Snicket's A Series of Unfortunate Events,PS2,Activision,E,2004,8,72,0.11,0.42,0,0.3,0.01,3182,4,8
Activision,Platform,Lemony Snicket's A Series of Unfortunate Events,PS2,Activision,E,2004,17,70,0.03,0.12,0,0.09,0,3182,5,7.2
Monolith Productions,Action,Middle-Earth: Shadow of Mordor,PS3,Warner Bros. Interactive Entertainment,M,2014,85,84,1.43,2.96,0.05,1.01,0.47,3183,1886,8.1
Monolith Productions,Action,Middle-Earth: Shadow of Mordor,PS3,Warner Bros. Interactive Entertainment,M,2014,12,87,0.5,1.35,0.01,0.73,0.12,3183,585,8
Monolith Productions,Action,Middle-Earth: Shadow of Mordor,PS3,Warner Bros. Interactive Entertainment,M,2014,17,84,0.2,0.35,0,0.12,0.03,3183,1671,8
Ubisoft Paris,Shooter,Red Steel 2,Wii,Ubisoft,T,2010,73,80,0.2,0.62,0.01,0.35,0.06,3185,178,8.6
Raven Software,Role-Playing,X-Men Legends II: Rise of Apocalypse,PS2,Activision,T,2005,44,82,0.02,0.63,0,0.53,0.09,3186,41,7.3
Raven Software,Role-Playing,X-Men Legends II: Rise of Apocalypse,PS2,Activision,T,2005,50,84,0.12,0.44,0,0.3,0.02,3186,199,8.7
Vicarious Visions,Role-Playing,X-Men Legends II: Rise of Apocalypse,PS2,Activision,T,2005,30,84,0.01,0.29,0,0.25,0.02,3186,43,8.2
Raven Software,Role-Playing,X-Men Legends II: Rise of Apocalypse,PS2,Activision,T,2005,34,82,0.05,0.25,0,0.19,0.01,3186,26,6.2
Ubisoft,Misc,Just Dance 2015,X360,Ubisoft,E10+,2014,6,75,0.29,0.73,0,0.38,0.06,3189,26,6.6
Ubisoft,Misc,Just Dance 2015,X360,Ubisoft,E10+,2014,17,70,0.13,0.53,0,0.35,0.05,3189,20,7.5
Ubisoft,Misc,Just Dance 2015,X360,Ubisoft,E10+,2014,8,72,0.13,0.39,0,0.19,0.07,3189,32,5.8
Codemasters Birmingham,Racing,F1 2013,PS3,Codemasters,E,2013,22,77,0.42,0.54,0.03,0.01,0.09,3190,40,6.3
Codemasters,Racing,F1 2013,PS3,Codemasters,E,2013,29,79,0.27,0.3,0,0.01,0.02,3190,33,6.6
Juice Games,Racing,Juiced 2: Hot Import Nights,X360,THQ,T,2007,24,68,0.34,0.63,0,0.22,0.07,3191,21,7.6
Juice Games,Racing,Juiced 2: Hot Import Nights,X360,THQ,T,2007,4,66,0.15,0.39,0.01,0.19,0.05,3191,10,6.7
Juice Games,Racing,Juiced 2: Hot Import Nights,X360,THQ,T,2007,6,73,0.2,0.37,0,0.06,0.11,3191,11,7.8
Juice Games,Racing,Juiced 2: Hot Import Nights,X360,THQ,T,2007,10,71,0.04,0.25,0.01,0.18,0.03,3191,5,6.4
Juice Games,Racing,Juiced 2: Hot Import Nights,X360,THQ,T,2007,6,61,0.01,0.01,0,0,0,3191,42,5
Treyarch,Sports,Tony Hawk's Pro Skater 2x,XB,Activision,T,2001,24,78,0.19,0.63,0,0.41,0.03,3192,5,8.8
EA Canada,Sports,FIFA Soccer 2003,XB,Electronic Arts,E,2002,15,88,2.28,3.4,0.05,0.46,0.61,3194,35,6.7
EA Canada,Sports,FIFA Soccer 2003,XB,Electronic Arts,E,2002,11,88,0.4,0.63,0,0.2,0.04,3194,11,7.7
EA Canada,Sports,FIFA Soccer 2003,XB,Electronic Arts,E,2002,12,86,0.02,0.08,0,0.06,0,3194,10,7.8
Red Fly Studio,Action,Ghostbusters: The Video Game,X360,Atari,E10+,2009,29,76,0.2,0.86,0,0.59,0.07,3195,28,8.5
Terminal Reality,Action,Ghostbusters: The Video Game,X360,Sony Computer Entertainment,T,2009,74,78,0.36,0.84,0,0.34,0.14,3195,96,7.9
Terminal Reality,Action,Ghostbusters: The Video Game,X360,Atari,T,2009,53,79,0.14,0.63,0,0.43,0.06,3195,125,8.5
War Drum Studios,Action,Ghostbusters: The Video Game,X360,Atari,E10+,2009,9,64,0.04,0.43,0,0.15,0.24,3195,6,8.7
Zen Studios,Action,Ghostbusters: The Video Game,X360,Atari,E,2009,17,55,0.12,0.4,0,0.24,0.04,3195,7,6
Red Fly Studio,Action,Ghostbusters: The Video Game,X360,Atari,E10+,2009,13,54,0.01,0.18,0,0.16,0.02,3195,13,4.7
EA Sports,Racing,NASCAR 06: Total Team Control,PS2,Electronic Arts,E,2005,18,78,0.02,0.63,0,0.53,0.09,3197,18,7.7
EA Sports,Racing,NASCAR 06: Total Team Control,PS2,Electronic Arts,E,2005,25,79,0.06,0.27,0,0.2,0.01,3197,7,5.9
Shaba Games,Sports,Tony Hawk's Project 8,PS3,Activision,T,2006,17,69,0.03,0.87,0,0.72,0.12,3198,19,7.3
Neversoft Entertainment,Sports,Tony Hawk's Project 8,PS3,Activision,T,2006,43,76,0.22,0.63,0.01,0.3,0.1,3198,14,7.2
Page 44 Studios,Sports,Tony Hawk's Project 8,PS3,Activision,T,2006,11,68,0.07,0.56,0,0.41,0.07,3198,14,7.6
Neversoft Entertainment,Sports,Tony Hawk's Project 8,PS3,Activision,T,2006,65,81,0.02,0.49,0,0.44,0.04,3198,38,7.6
Eurocom Entertainment Software,Action,Disney Universe,PS3,Disney Interactive Studios,E10+,2011,11,61,0.28,1.02,0,0.64,0.1,3200,5,6
Eurocom Entertainment Software,Action,Disney Universe,PS3,Disney Interactive Studios,E10+,2011,29,70,0.22,0.61,0,0.3,0.09,3200,13,6.9
Eurocom Entertainment Software,Action,Disney Universe,PS3,Disney Interactive Studios,E10+,2011,31,66,0.14,0.57,0,0.37,0.05,3200,13,5.3
Neversoft Entertainment,Misc,Guitar Hero: Metallica,PS3,Activision,T,2009,20,85,0.43,0.93,0,0.4,0.1,3201,17,8.6
Neversoft Entertainment,Misc,Guitar Hero: Metallica,PS3,Activision,T,2009,62,84,0.2,0.8,0,0.52,0.07,3201,79,8.1
Neversoft Entertainment,Misc,Guitar Hero: Metallica,PS3,Activision,T,2009,44,86,0.24,0.62,0,0.28,0.1,3201,48,8
Secret Level,Action,Iron Man,PSP,Sega,T,2008,27,42,0.25,0.68,0,0.32,0.11,3202,45,6.2
Artificial Mind and Movement,Action,Iron Man,PSP,Sega,T,2008,7,44,0.09,0.63,0,0.46,0.09,3202,16,6.5
Artificial Mind and Movement,Action,Iron Man,PSP,Sega,T,2008,14,44,0.22,0.59,0,0.3,0.06,3202,8,7
Secret Level,Action,Iron Man,PSP,Sega,T,2008,43,45,0.24,0.57,0,0.27,0.06,3202,52,5.9
Artificial Mind and Movement,Action,Iron Man,PSP,Sega,T,2008,8,47,0,0.54,0,0.36,0.19,3202,15,5.6
Artificial Mind and Movement,Action,Iron Man,PSP,Sega,E10+,2008,10,56,0.12,0.51,0,0.35,0.05,3202,4,7
EA Bright Light,Action,Harry Potter and the Half-Blood Prince,DS,Electronic Arts,E10+,2009,35,60,0.39,0.75,0,0.28,0.08,3204,8,6
EA Bright Light,Action,Harry Potter and the Half-Blood Prince,DS,Electronic Arts,E,2009,9,48,0.34,0.61,0,0.2,0.07,3204,7,4.3
EA Bright Light,Action,Harry Potter and the Half-Blood Prince,DS,Electronic Arts,E10+,2009,35,66,0.12,0.33,0,0.15,0.05,3204,17,7.1
EA Bright Light,Action,Harry Potter and the Half-Blood Prince,DS,Electronic Arts,E10+,2009,38,64,0.11,0.31,0,0.17,0.03,3204,11,6.8
EA Bright Light,Action,Harry Potter and the Half-Blood Prince,DS,Electronic Arts,E10+,2009,14,64,0.03,0.03,0,0,0,3204,35,6.1
FreeStyleGames,Misc,DJ Hero 2,Wii,Activision,T,2010,66,86,0.12,0.82,0,0.64,0.06,3207,23,7.9
FreeStyleGames,Misc,DJ Hero 2,Wii,Activision,T,2010,46,86,0.19,0.75,0,0.47,0.1,3207,22,7.8
FreeStyleGames,Misc,DJ Hero 2,Wii,Activision,T,2010,20,88,0.09,0.62,0,0.48,0.04,3207,17,7.5
Exient Entertainment,Action,Angry Birds Trilogy,3DS,Activision,E,2012,7,62,0.2,0.63,0,0.38,0.05,3208,20,4.6
"Rovio Mobile, Rovio Entertainment",Action,Angry Birds Trilogy,3DS,Activision,E,2012,13,63,0.05,0.26,0,0.18,0.02,3208,27,3.5
"Rovio Mobile, Rovio Entertainment",Action,Angry Birds Trilogy,3DS,Activision,E,2012,8,66,0.02,0.16,0,0.12,0.03,3208,20,3.7
Monolith Productions,Action,Condemned 2: Bloodshot,X360,Sega,M,2008,76,80,0.19,0.63,0,0.38,0.06,3209,178,8.4
Monolith Productions,Action,Condemned 2: Bloodshot,X360,Sega,M,2008,37,82,0.16,0.39,0,0.17,0.06,3209,89,8.1
Ubisoft,Misc,Just Dance 3,PS3,Ubisoft,E10+,2011,15,74,3.11,10.12,0,5.95,1.06,3212,16,7.8
Ubisoft,Misc,Just Dance 3,PS3,Ubisoft,E10+,2011,34,70,0.39,2.02,0,1.47,0.16,3212,17,7.7
Ubisoft,Misc,Just Dance 3,PS3,Ubisoft,E10+,2011,5,75,0.2,0.62,0,0.33,0.09,3212,7,6
Treyarch,Shooter,Call of Duty: Black Ops,DS,Activision,M,2010,89,87,3.68,14.61,0.11,9.7,1.13,3213,1454,6.3
Treyarch,Shooter,Call of Duty: Black Ops,DS,Activision,M,2010,58,88,4.37,12.63,0.48,5.99,1.79,3213,1094,6.4
Treyarch,Shooter,Call of Duty: Black Ops,DS,Activision,M,2010,25,80,0.45,1.37,0,0.8,0.12,3213,87,5.8
n-Space,Shooter,Call of Duty: Black Ops,DS,Activision,T,2010,13,74,0.04,0.58,0,0.5,0.04,3213,54,6
SCE Santa Monica,Action,God of War III,PS4,Sony Computer Entertainment,M,2010,101,92,1.33,4.8,0.12,2.74,0.61,3214,2633,8.7
SCE Japan Studio,Platform,Ape Escape 2,PS2,Sony Computer Entertainment,E,2002,31,82,0.09,0.63,0.38,0.12,0.03,3215,32,8.4
Retro Studios,Shooter,Metroid Prime: Trilogy,Wii,Nintendo,T,2009,48,91,0.05,0.61,0,0.42,0.14,3216,316,9.3
The Sims Studio,Simulation,The Sims 3: Generations,PC,Electronic Arts,T,2011,22,70,0.23,0.63,0,0.4,0,3220,81,3.6
"Ubisoft Reflections, Ivory Tower",Racing,The Crew,XOne,Ubisoft,T,2014,60,61,1.08,1.72,0.03,0.35,0.26,3221,575,5.4
"Ubisoft Reflections, Ivory Tower",Racing,The Crew,XOne,Ubisoft,T,2014,18,64,0.34,0.64,0,0.25,0.05,3221,176,5.9
"Ubisoft Reflections, Ivory Tower",Racing,The Crew,XOne,Ubisoft,T,2014,12,71,0.15,0.16,0,0,0.01,3221,463,6.4
Atlus Co.,Role-Playing,Shin Megami Tensei: Persona 3 FES,PS2,Tecmo Koei,M,2007,25,89,0.2,0.63,0.16,0.22,0.05,3225,296,8.3
EA Sports,Sports,FIFA Soccer 2002,PS2,Electronic Arts,E,2001,17,82,0.24,0.63,0,0.31,0.08,3226,28,5.8
EA Sports,Sports,FIFA Soccer 2002,PS2,Electronic Arts,E,2001,13,81,0.04,0.18,0,0.14,0,3226,9,8
EA Sports,Sports,FIFA Soccer 2002,PS2,Electronic Arts,E,2001,8,81,0.06,0.15,0,0.08,0.01,3226,5,6.4
Atlus,Role-Playing,Shin Megami Tensei: Persona 3 Portable,PSP,Ghostlight,M,2009,40,89,0.06,0.63,0.34,0.18,0.05,3227,317,8.3
Electronic Arts,Sports,Tiger Woods PGA Tour 12: The Masters,X360,Electronic Arts,E,2011,41,80,0.25,0.89,0,0.52,0.11,3229,17,7.3
Electronic Arts,Sports,Tiger Woods PGA Tour 12: The Masters,X360,Electronic Arts,E,2011,50,80,0.16,0.62,0,0.4,0.05,3229,25,6.1
Electronic Arts,Sports,Tiger Woods PGA Tour 12: The Masters,X360,Electronic Arts,E,2011,14,85,0.11,0.34,0,0.2,0.03,3229,7,6.7
Clover Studio,Action,Okami,PS2,Capcom,T,2006,69,93,0.03,0.63,0.15,0.11,0.34,3230,327,9.3
Ready at Dawn,Action,Okami,PS2,Capcom,T,2008,44,90,0.09,0.6,0.04,0.43,0.05,3230,236,8.9
EA Sports,Sports,NHL 2001,PS,Electronic Arts,E,2000,22,85,0.37,0.96,0,0.47,0.12,3231,9,8.1
Page 44 Studios,Sports,NHL 2001,PS,Electronic Arts,E,2000,10,88,0.24,0.63,0,0.35,0.04,3231,7,7.7
TT Games,Action,LEGO Jurassic World,XOne,Warner Bros. Interactive Entertainment,E10+,2015,46,70,0.42,0.9,0.02,0.32,0.14,3233,80,7
TT Games,Action,LEGO Jurassic World,XOne,Warner Bros. Interactive Entertainment,E10+,2015,17,70,0.22,0.65,0,0.38,0.06,3233,44,6.7
TT Games,Action,LEGO Jurassic World,XOne,Warner Bros. Interactive Entertainment,E10+,2015,5,71,0.19,0.52,0.02,0.27,0.04,3233,14,8.1
TT Games,Action,LEGO Jurassic World,XOne,Warner Bros. Interactive Entertainment,E10+,2015,8,72,0.04,0.04,0,0,0,3233,31,7.1
Artificial Mind and Movement,Shooter,Wet,PS3,Bethesda Softworks,M,2009,61,70,0.27,0.61,0.01,0.22,0.11,3234,55,6.4
EA Games,Racing,MySims Racing,DS,Electronic Arts,E,2009,11,67,0.29,0.61,0,0.25,0.07,3235,4,7.3
EA Games,Racing,MySims Racing,DS,Electronic Arts,E,2009,22,68,0.23,0.47,0,0.19,0.05,3235,5,7.4
Traveller's Tales,Platform,Buzz Lightyear of Star Command,PS,Activision,E,2000,10,54,0.24,0.63,0,0.35,0.04,3236,4,5.3
Mass Media,Misc,Namco Museum,GC,Namco Bandai Games,E,2001,10,79,1.11,4.24,0.05,3,0.07,3237,6,7.3
Mass Media,Misc,Namco Museum,GC,Namco Bandai Games,E,2001,9,72,0.07,1.82,0,1.73,0.02,3237,5,6
KCEJ,Action,Metal Gear Solid 2: Substance,XB,Konami Digital Entertainment,M,2002,17,87,0.14,0.52,0.16,0.18,0.05,3240,126,9
Neversoft Entertainment,Sports,Tony Hawk's American Wasteland,XB,Activision,T,2005,40,77,0.2,0.62,0,0.4,0.03,3241,15,7.7
Neversoft Entertainment,Sports,Tony Hawk's American Wasteland,XB,Activision,T,2005,26,76,0.08,0.42,0,0.33,0.01,3241,15,7.7
Neversoft Entertainment,Sports,Tony Hawk's American Wasteland,XB,Activision,T,2005,43,75,0.01,0.32,0,0.28,0.03,3241,21,7.2
Ubisoft Montreal,Action,Prince of Persia: The Forgotten Sands,X360,Ubisoft,T,2010,49,75,0.36,0.69,0.01,0.19,0.12,3243,120,7.6
Ubisoft Montreal,Action,Prince of Persia: The Forgotten Sands,X360,Ubisoft,T,2010,69,74,0.26,0.62,0,0.3,0.06,3243,112,7.8
Ubisoft Quebec,Action,Prince of Persia: The Forgotten Sands,X360,Ubisoft,T,2010,10,65,0.18,0.37,0.01,0.09,0.1,3243,14,7.4
Ubisoft Quebec,Action,Prince of Persia: The Forgotten Sands,X360,Ubisoft,T,2010,24,77,0.11,0.23,0,0.1,0.02,3243,31,8.1
Ubisoft Casablanca,Action,Prince of Persia: The Forgotten Sands,X360,Ubisoft,E10+,2010,7,57,0.01,0.15,0,0.14,0.01,3243,6,6.3
Ubisoft Montreal,Action,Prince of Persia: The Forgotten Sands,X360,Ubisoft,T,2010,16,75,0.03,0.03,0,0,0,3243,218,6.6
PlatinumGames,Shooter,Vanquish,PS3,Sega,M,2010,61,84,0.21,0.61,0.11,0.21,0.08,3244,304,8.1
PlatinumGames,Shooter,Vanquish,PS3,Sega,M,2010,70,84,0.16,0.42,0.03,0.19,0.04,3244,182,8.4
"Media Vision, Contrail",Role-Playing,Wild ARMs 3,PS2,Ubisoft,T,2002,30,78,0.13,0.62,0.29,0.16,0.04,3245,38,8.4
"Ascaron Entertainment GmbH, Ascaron Entertainment",Role-Playing,Sacred 2: Fallen Angel,PS3,Ascaron Entertainment GmbH,M,2008,41,71,0.05,0.06,0,0,0.01,3247,203,6.9
"Ascaron Entertainment GmbH, Ascaron Entertainment",Role-Playing,Sacred 2: Fallen Angel,PS3,Deep Silver,M,2009,45,70,0.22,0.61,0.08,0.22,0.09,3247,51,7.1
"Ascaron Entertainment GmbH, Ascaron Entertainment",Role-Playing,Sacred 2: Fallen Angel,PS3,Deep Silver,M,2009,56,71,0.16,0.54,0.04,0.29,0.05,3247,64,7.3
EA Sports,Sports,Madden NFL 07,GC,Electronic Arts,E,2006,29,84,0.24,4.49,0.01,3.63,0.61,3248,39,8.2
EA Tiburon,Sports,Madden NFL 07,GC,Electronic Arts,E,2006,54,80,0,1.8,0.01,1.66,0.13,3248,148,6
EA Tiburon,Sports,Madden NFL 07,GC,Electronic Arts,E,2006,27,83,0.03,1.02,0,0.97,0.03,3248,6,8.7
EA Tiburon,Sports,Madden NFL 07,GC,Electronic Arts,E,2006,14,82,0.13,0.62,0,0.48,0.02,3248,5,9.2
EA Tiburon,Sports,Madden NFL 07,GC,Electronic Arts,E,2006,25,76,0,0.52,0.01,0.47,0.04,3248,22,4.2
EA Canada,Sports,Madden NFL 07,GC,Electronic Arts,E,2006,35,81,0,0.49,0,0.46,0.04,3248,16,8
Exient Entertainment,Sports,Madden NFL 07,GC,Electronic Arts,E,2006,9,70,0,0.21,0,0.2,0.02,3248,10,6.5
Exient Entertainment,Sports,Madden NFL 07,GC,Electronic Arts,E,2006,4,68,0.01,0.03,0,0.02,0,3248,4,9.3
Ubisoft Montreal,Shooter,Far Cry 4,PC,Ubisoft,M,2014,83,85,2.18,4.04,0.1,1.13,0.63,3249,1653,7.7
Ubisoft Montreal,Shooter,Far Cry 4,PC,Ubisoft,M,2014,15,82,0.69,1.63,0.01,0.8,0.14,3249,383,7.5
Ubisoft Montreal,Shooter,Far Cry 4,PC,Ubisoft,M,2014,17,80,0.44,0.63,0,0.15,0.04,3249,1064,6.7
Rebellion,Action,Battlezone,2600,Rebellion Developments,T,2016,39,66,0.02,0.04,0,0.02,0.01,3250,31,7
EA Sports,Sports,Tiger Woods PGA Tour 2004,XB,Electronic Arts,E,2003,23,89,0.34,1.63,0,1.18,0.1,3251,40,8.8
EA Sports,Sports,Tiger Woods PGA Tour 2004,XB,Electronic Arts,E,2003,18,89,0.13,0.62,0,0.47,0.02,3251,14,8.2
Backbone Emeryville,Sports,Tiger Woods PGA Tour 2004,XB,Electronic Arts,E,2003,5,75,0.05,0.18,0,0.13,0,3251,4,7.5
EA Sports,Sports,Tiger Woods PGA Tour 2004,XB,Electronic Arts,E,2003,16,89,0.03,0.16,0,0.12,0,3251,6,7.8
Traveller's Tales,Action,LEGO Pirates of the Caribbean: The Video Game,3DS,Disney Interactive Studios,E10+,2011,14,73,0.67,1.55,0,0.73,0.15,3252,13,7
Traveller's Tales,Action,LEGO Pirates of the Caribbean: The Video Game,3DS,Disney Interactive Studios,E10+,2011,54,73,0.39,1.03,0,0.54,0.09,3252,31,7
Traveller's Tales,Action,LEGO Pirates of the Caribbean: The Video Game,3DS,Disney Interactive Studios,E10+,2011,42,73,0.43,0.95,0,0.36,0.16,3252,34,7.1
Traveller's Tales,Action,LEGO Pirates of the Caribbean: The Video Game,3DS,Disney Interactive Studios,E10+,2011,16,71,0.27,0.62,0,0.29,0.06,3252,20,7.3
Traveller's Tales,Action,LEGO Pirates of the Caribbean: The Video Game,3DS,Disney Interactive Studios,E10+,2011,11,73,0,0.03,0,0.03,0,3252,17,6.6
Konami,Sports,Pro Evolution Soccer 2015,PS3,Konami Digital Entertainment,E,2014,56,82,0.45,0.75,0.11,0.09,0.1,3253,386,7.2
Konami,Sports,Pro Evolution Soccer 2015,PS3,Konami Digital Entertainment,E,2014,9,79,0.1,0.14,0,0.03,0.01,3253,65,7.3
Konami,Sports,Pro Evolution Soccer 2015,PS3,Konami Digital Entertainment,N/A,2014,8,82,0.06,0.06,0,0,0,3253,173,5.8
Turtle Rock Studios,Shooter,Evolve,XOne,Take-Two Interactive,M,2015,46,76,0.41,0.96,0.05,0.36,0.15,3254,894,4.3
Turtle Rock Studios,Shooter,Evolve,XOne,Take-Two Interactive,M,2015,31,74,0.2,0.64,0,0.37,0.06,3254,336,5.1
Turtle Rock Studios,Shooter,Evolve,XOne,Take-Two Interactive,M,2015,39,77,0.1,0.19,0,0.08,0.02,3254,969,4.3
Avalanche Software,Platform,Tak 2: The Staff of Dreams,PS2,THQ,E,2004,31,71,0.24,0.62,0,0.3,0.08,3255,10,8
Avalanche Software,Platform,Tak 2: The Staff of Dreams,PS2,THQ,E,2004,22,75,0.07,0.33,0,0.26,0.01,3255,8,8.6
Techland,Action,Dead Island: Riptide,PS3,Deep Silver,M,2013,43,57,0.26,0.78,0.01,0.44,0.07,3256,192,6.3
Techland,Action,Dead Island: Riptide,PS3,Deep Silver,M,2013,25,62,0.19,0.6,0.07,0.26,0.09,3256,140,5.9
Omega Force,Action,Warriors Orochi 3,PS3,Ubisoft Annecy,T,2011,17,70,0.04,0.62,0.57,0,0.01,3257,35,7.9
Omega Force,Action,Warriors Orochi 3,PS3,Ubisoft Annecy,T,2011,9,71,0.03,0.16,0.03,0.09,0.01,3257,19,8.1
Avalanche Software,Adventure,Bolt,DS,Disney Interactive Studios,E10+,2008,4,50,0.31,0.56,0,0.19,0.06,3258,5,5.8
Avalanche Software,Adventure,Bolt,DS,Disney Interactive Studios,E10+,2008,18,57,0.05,0.25,0,0.18,0.02,3258,7,7.1
Avalanche Software,Adventure,Bolt,DS,Disney Interactive Studios,E10+,2008,11,59,0.04,0.19,0,0.12,0.02,3258,6,6.8
Clover Studio,Action,Viewtiful Joe,GC,Capcom,T,2003,52,93,0.1,0.62,0.12,0.38,0.02,3259,115,8.3
Clover Studio,Action,Viewtiful Joe,GC,Capcom,T,2004,34,90,0.11,0.28,0,0.14,0.04,3259,35,8.5
Maxis,Simulation,The Urbz: Sims in the City,GBA,Electronic Arts,T,2004,25,70,0.95,1.76,0,0.52,0.29,3260,24,8.2
Griptonite Games,Simulation,The Urbz: Sims in the City,GBA,Electronic Arts,E,2004,6,72,0.22,0.62,0,0.37,0.03,3260,25,9.2
Maxis,Simulation,The Urbz: Sims in the City,GBA,Electronic Arts,T,2004,19,73,0.14,0.4,0,0.24,0.02,3260,16,8.4
Maxis,Simulation,The Urbz: Sims in the City,GBA,Electronic Arts,T,2004,28,70,0.11,0.34,0,0.22,0.01,3260,10,6.5
EA Canada,Sports,FIFA Soccer,PSV,Electronic Arts,E,2005,23,73,0,0.12,0,0.11,0.01,3262,22,7.7
Electronic Arts,Sports,FIFA Soccer,PSV,Electronic Arts,E,2012,45,79,0.32,0.58,0.02,0.16,0.08,3262,79,7.2
Lab Rats Games,Sports,Strike Force Bowling,PS2,Play It,E,2004,14,48,0.24,0.62,0,0.3,0.08,3265,4,6.8
Kojima Productions,Action,Metal Gear Solid V: Ground Zeroes,PS3,Konami Digital Entertainment,M,2014,70,75,0.47,1.27,0.17,0.45,0.18,3267,1311,6.2
Kojima Productions,Action,Metal Gear Solid V: Ground Zeroes,PS3,Konami Digital Entertainment,M,2014,5,66,0.12,0.59,0.27,0.14,0.05,3267,242,5.9
Kojima Productions,Action,Metal Gear Solid V: Ground Zeroes,PS3,Konami Digital Entertainment,M,2014,13,76,0.11,0.29,0,0.15,0.02,3267,348,5.4
Kojima Productions,Action,Metal Gear Solid V: Ground Zeroes,PS3,Konami Digital Entertainment,M,2014,20,80,0.01,0.01,0,0,0,3267,412,7.6
Spike,Fighting,Dragon Ball Z: Ultimate Tenkaichi,PS3,Namco Bandai Games,T,2011,26,58,0.18,0.61,0.09,0.27,0.07,3269,77,5.4
Spike,Fighting,Dragon Ball Z: Ultimate Tenkaichi,PS3,Namco Bandai Games,T,2011,24,55,0.1,0.54,0.01,0.39,0.04,3269,52,5.8
Yuke's,Fighting,WWE SmackDown vs. Raw 2010,PSP,THQ,T,2009,38,81,0.48,1.17,0.01,0.48,0.2,3270,55,8.1
Yuke's,Fighting,WWE SmackDown vs. Raw 2010,PSP,THQ,T,2009,59,80,0.37,1.04,0.01,0.56,0.1,3270,36,8.4
Yuke's,Fighting,WWE SmackDown vs. Raw 2010,PSP,THQ,T,2009,11,78,0.17,0.73,0,0.49,0.06,3270,9,7.7
Yuke's,Fighting,WWE SmackDown vs. Raw 2010,PSP,THQ,T,2009,7,75,0.13,0.53,0,0.35,0.05,3270,4,8.3
Acclaim Studios Cheltenham,Racing,XGRA: Extreme G-Racing Association,PS2,Eidos Interactive,T,2004,23,68,0.24,0.62,0,0.3,0.08,3272,8,8.6
Heavy Iron Studios,Platform,Wall-E,X360,THQ,E,2008,18,51,0.4,1.01,0,0.51,0.11,3278,8,3.6
Asobo Studio,Platform,Wall-E,X360,THQ,E,2008,8,67,0,0.75,0,0.21,0.54,3278,9,8.4
